Commodity_Desc,Attribute_Desc,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
"Hard red spring","Export estimates","1,000 bushels","2018/19","Mar",17620.837055178
"Durum","Export estimates","1,000 bushels","2018/19","Mar",2038.74934001656
"Hard red winter","Export estimates","1,000 bushels","2018/19","Mar",32654.4384317257
"All wheat","Export estimates","1,000 bushels","2018/19","May",106461.038114538
"White","Export estimates","1,000 bushels","2018/19","May",17339.9086624652
"Durum","Export estimates","1,000 bushels","2018/19","May",3280.69833363765
"Hard red spring","Export estimates","1,000 bushels","2018/19","May",24346.87490802
"Soft red winter","Export estimates","1,000 bushels","2018/19","May",16374.6140625877
"Hard red winter","Export estimates","1,000 bushels","2018/19","May",45118.9421478272
"All wheat","Export estimates","1,000 bushels","2018/19","MY Jun-May",937059.526261459
"White","Export estimates","1,000 bushels","2018/19","MY Jun-May",196546.308012842
"Durum","Export estimates","1,000 bushels","2018/19","MY Jun-May",21818.4362610253
"Hard red winter","Export estimates","1,000 bushels","2018/19","MY Jun-May",331860.761274873
"Hard red spring","Export estimates","1,000 bushels","2018/19","MY Jun-May",258792.667070266
"Soft red winter","Export estimates","1,000 bushels","2018/19","MY Jun-May",128041.353642452
"All wheat","Export estimates","1,000 bushels","2018/19","Nov",61927.6645139087
"White","Export estimates","1,000 bushels","2018/19","Nov",13517.1270925837
"Durum","Export estimates","1,000 bushels","2018/19","Nov",1332.52106023737
"Hard red spring","Export estimates","1,000 bushels","2018/19","Nov",19154.6206484282
"Soft red winter","Export estimates","1,000 bushels","2018/19","Nov",6725.43090872681
"Hard red winter","Export estimates","1,000 bushels","2018/19","Nov",21197.9648039326
"Hard red spring","Export estimates","1,000 bushels","2018/19","Oct",22552.7860870333
"Soft red winter","Export estimates","1,000 bushels","2018/19","Oct",7918.57001042115
"Hard red winter","Export estimates","1,000 bushels","2018/19","Oct",24958.6339754936
"All wheat","Export estimates","1,000 bushels","2018/19","Oct",73078.1247396267
"White","Export estimates","1,000 bushels","2018/19","Oct",15915.1612253567
"Durum","Export estimates","1,000 bushels","2018/19","Oct",1732.97344132189
"All wheat","Export estimates","1,000 bushels","2018/19","Q1 Jun-Aug",204621.264921435
"Hard red spring","Export estimates","1,000 bushels","2018/19","Q1 Jun-Aug",60544.9277912061
"Hard red winter","Export estimates","1,000 bushels","2018/19","Q1 Jun-Aug",52314.3528920956
"Soft red winter","Export estimates","1,000 bushels","2018/19","Q1 Jun-Aug",27401.6731639157
"Durum","Export estimates","1,000 bushels","2018/19","Q1 Jun-Aug",5764.986496382
"White","Export estimates","1,000 bushels","2018/19","Q1 Jun-Aug",58595.3245778361
"All wheat","Export estimates","1,000 bushels","2018/19","Q2 Sep-Nov",202514.270157072
"White","Export estimates","1,000 bushels","2018/19","Q2 Sep-Nov",44100.0454304183
"Hard red winter","Export estimates","1,000 bushels","2018/19","Q2 Sep-Nov",69159.0161491297
"Soft red winter","Export estimates","1,000 bushels","2018/19","Q2 Sep-Nov",21941.9264598555
"Hard red spring","Export estimates","1,000 bushels","2018/19","Q2 Sep-Nov",62492.542610003
"Durum","Export estimates","1,000 bushels","2018/19","Q2 Sep-Nov",4820.73950766557
"All wheat","Export estimates","1,000 bushels","2018/19","Q3 Dec-Feb",243908.034481714
"Soft red winter","Export estimates","1,000 bushels","2018/19","Q3 Dec-Feb",34468.5292294214
"Hard red spring","Export estimates","1,000 bushels","2018/19","Q3 Dec-Feb",69992.2175168863
"White","Export estimates","1,000 bushels","2018/19","Q3 Dec-Feb",47014.3704295587
"Durum","Export estimates","1,000 bushels","2018/19","Q3 Dec-Feb",3915.62392657713
"Hard red winter","Export estimates","1,000 bushels","2018/19","Q3 Dec-Feb",88517.2933792702
"All wheat","Export estimates","1,000 bushels","2018/19","Q4 Mar-May",286015.956701238
"White","Export estimates","1,000 bushels","2018/19","Q4 Mar-May",46836.5675750286
"Durum","Export estimates","1,000 bushels","2018/19","Q4 Mar-May",7317.08633040057
"Hard red spring","Export estimates","1,000 bushels","2018/19","Q4 Mar-May",65762.979152171
"Soft red winter","Export estimates","1,000 bushels","2018/19","Q4 Mar-May",44229.2247892597
"Hard red winter","Export estimates","1,000 bushels","2018/19","Q4 Mar-May",121870.098854378
"All wheat","Export estimates","1,000 bushels","2018/19","Sep",67508.4809035367
"Durum","Export estimates","1,000 bushels","2018/19","Sep",1755.24500610632
"White","Export estimates","1,000 bushels","2018/19","Sep",14667.7571124779
"Soft red winter","Export estimates","1,000 bushels","2018/19","Sep",7297.9255407075
"Hard red spring","Export estimates","1,000 bushels","2018/19","Sep",20785.1358745415
"Hard red winter","Export estimates","1,000 bushels","2018/19","Sep",23002.4173697035
"Hard red winter","Export estimates","1,000 bushels","2019/20","Apr",38993.2214137572
"All wheat","Export estimates","1,000 bushels","2019/20","Apr",93141.3390772973
"Durum","Export estimates","1,000 bushels","2019/20","Apr",8074.00045001529
"White","Export estimates","1,000 bushels","2019/20","Apr",16213.1586191495
"Hard red spring","Export estimates","1,000 bushels","2019/20","Apr",23835.6429089609
"Soft red winter","Export estimates","1,000 bushels","2019/20","Apr",6025.31568541441
"All wheat","Export estimates","1,000 bushels","2019/20","Aug",96592.6469694027
"White","Export estimates","1,000 bushels","2019/20","Aug",16656.6608188412
"Hard red winter","Export estimates","1,000 bushels","2019/20","Aug",43354.5458201314
"Durum","Export estimates","1,000 bushels","2019/20","Aug",1990.12313088312
"Soft red winter","Export estimates","1,000 bushels","2019/20","Aug",11789.1234049432
"Hard red spring","Export estimates","1,000 bushels","2019/20","Aug",22802.1937946038
"Hard red winter","Export estimates","1,000 bushels","2019/20","Dec",28828.6601455299
"Hard red spring","Export estimates","1,000 bushels","2019/20","Dec",24910.4016471292
"Soft red winter","Export estimates","1,000 bushels","2019/20","Dec",6788.32045582787
"White","Export estimates","1,000 bushels","2019/20","Dec",17529.6222768381
"Durum","Export estimates","1,000 bushels","2019/20","Dec",4250.36593640073
"All wheat","Export estimates","1,000 bushels","2019/20","Dec",82307.3704617258
"Hard red winter","Export estimates","1,000 bushels","2019/20","Feb",29344.352016749
"Soft red winter","Export estimates","1,000 bushels","2019/20","Feb",6909.75106205892
"All wheat","Export estimates","1,000 bushels","2019/20","Feb",82313.5561494766
"White","Export estimates","1,000 bushels","2019/20","Feb",17843.1950779351
"Hard red spring","Export estimates","1,000 bushels","2019/20","Feb",25356.0030581341
"Durum","Export estimates","1,000 bushels","2019/20","Feb",2860.25493459952
"White","Export estimates","1,000 bushels","2019/20","Jan",15997.3202750608
"All wheat","Export estimates","1,000 bushels","2019/20","Jan",72190.9167663084
"Hard red winter","Export estimates","1,000 bushels","2019/20","Jan",26308.6849314649
"Soft red winter","Export estimates","1,000 bushels","2019/20","Jan",6194.93875832747
"Durum","Export estimates","1,000 bushels","2019/20","Jan",957.042962113228
"Hard red spring","Export estimates","1,000 bushels","2019/20","Jan",22732.929839342
"Soft red winter","Export estimates","1,000 bushels","2019/20","Jul",8614.05785444049
"Hard red winter","Export estimates","1,000 bushels","2019/20","Jul",31678.2302737632
"Durum","Export estimates","1,000 bushels","2019/20","Jul",1375.43784997768
"Hard red spring","Export estimates","1,000 bushels","2019/20","Jul",16661.0705315479
"White","Export estimates","1,000 bushels","2019/20","Jul",12170.6623153277
"All wheat","Export estimates","1,000 bushels","2019/20","Jul",70499.4588250571
"Soft red winter","Export estimates","1,000 bushels","2019/20","Jun",10256.6718638142
"Hard red winter","Export estimates","1,000 bushels","2019/20","Jun",37718.9494933383
"Durum","Export estimates","1,000 bushels","2019/20","Jun",2496.83727796594
"Hard red spring","Export estimates","1,000 bushels","2019/20","Jun",19838.1687503829
"White","Export estimates","1,000 bushels","2019/20","Jun",14491.4849473941
"All wheat","Export estimates","1,000 bushels","2019/20","Jun",84802.1123328954
"White","Export estimates","1,000 bushels","2019/20","Mar",12549.9665621302
"All wheat","Export estimates","1,000 bushels","2019/20","Mar",67852.0304848863
"Hard red winter","Export estimates","1,000 bushels","2019/20","Mar",30183.1146161983
"Soft red winter","Export estimates","1,000 bushels","2019/20","Mar",4663.95920464979
"Durum","Export estimates","1,000 bushels","2019/20","Mar",2004.75911847574
"Hard red spring","Export estimates","1,000 bushels","2019/20","Mar",18450.2309834324
"All wheat","Export estimates","1,000 bushels","2019/20","May",85912.8517716864
"Durum","Export estimates","1,000 bushels","2019/20","May",2687.25748009752
"White","Export estimates","1,000 bushels","2019/20","May",15862.1367871236
"Hard red winter","Export estimates","1,000 bushels","2019/20","May",38149.0014601524
"Hard red spring","Export estimates","1,000 bushels","2019/20","May",23319.5910255521
"Soft red winter","Export estimates","1,000 bushels","2019/20","May",5894.86501876083
"All wheat","Export estimates","1,000 bushels","2019/20","MY Jun-May",969038.241314122
"Durum","Export estimates","1,000 bushels","2019/20","MY Jun-May",41977.3391276615
"White","Export estimates","1,000 bushels","2019/20","MY Jun-May",187906.604016716
"Hard red winter","Export estimates","1,000 bushels","2019/20","MY Jun-May",377643.77613556
"Soft red winter","Export estimates","1,000 bushels","2019/20","MY Jun-May",92386.0890510174
"Hard red spring","Export estimates","1,000 bushels","2019/20","MY Jun-May",269124.432983167
"White","Export estimates","1,000 bushels","2019/20","Nov",13416.7360815288
"All wheat","Export estimates","1,000 bushels","2019/20","Nov",66322.1192410774
"Hard red winter","Export estimates","1,000 bushels","2019/20","Nov",20179.3376048169
"Soft red winter","Export estimates","1,000 bushels","2019/20","Nov",6971.46766259433
"Hard red spring","Export estimates","1,000 bushels","2019/20","Nov",19663.8954155419
"Durum","Export estimates","1,000 bushels","2019/20","Nov",6090.68247659545
"Hard red winter","Export estimates","1,000 bushels","2019/20","Oct",27109.3882821724
"Soft red winter","Export estimates","1,000 bushels","2019/20","Oct",9365.63069923393
"Hard red spring","Export estimates","1,000 bushels","2019/20","Oct",26416.9313383561
"Durum","Export estimates","1,000 bushels","2019/20","Oct",4622.1995568329
"White","Export estimates","1,000 bushels","2019/20","Oct",18024.3531793023
"All wheat","Export estimates","1,000 bushels","2019/20","Oct",85538.5030558977
"All wheat","Export estimates","1,000 bushels","2019/20","Q1 Jun-Aug",251894.218127355
"Hard red winter","Export estimates","1,000 bushels","2019/20","Q1 Jun-Aug",112751.725587233
"Hard red spring","Export estimates","1,000 bushels","2019/20","Q1 Jun-Aug",59301.4330765346
"White","Export estimates","1,000 bushels","2019/20","Q1 Jun-Aug",43318.808081563
"Durum","Export estimates","1,000 bushels","2019/20","Q1 Jun-Aug",5862.39825882674
"Soft red winter","Export estimates","1,000 bushels","2019/20","Q1 Jun-Aug",30659.8531231979
"White","Export estimates","1,000 bushels","2019/20","Q2 Sep-Nov",48592.3963369154
"All wheat","Export estimates","1,000 bushels","2019/20","Q2 Sep-Nov",233425.958475386
"Soft red winter","Export estimates","1,000 bushels","2019/20","Q2 Sep-Nov",25249.0857427802
"Hard red winter","Export estimates","1,000 bushels","2019/20","Q2 Sep-Nov",73085.0159644753
"Durum","Export estimates","1,000 bushels","2019/20","Q2 Sep-Nov",15281.2599871328
"Hard red spring","Export estimates","1,000 bushels","2019/20","Q2 Sep-Nov",71218.200444082
"All wheat","Export estimates","1,000 bushels","2019/20","Q3 Dec-Feb",236811.843377511
"Durum","Export estimates","1,000 bushels","2019/20","Q3 Dec-Feb",8067.66383311347
"White","Export estimates","1,000 bushels","2019/20","Q3 Dec-Feb",51370.137629834
"Hard red spring","Export estimates","1,000 bushels","2019/20","Q3 Dec-Feb",72999.3345446053
"Soft red winter","Export estimates","1,000 bushels","2019/20","Q3 Dec-Feb",19893.0102762143
"Hard red winter","Export estimates","1,000 bushels","2019/20","Q3 Dec-Feb",84481.6970937437
"All wheat","Export estimates","1,000 bushels","2019/20","Q4 Mar-May",246906.22133387
"Durum","Export estimates","1,000 bushels","2019/20","Q4 Mar-May",12766.0170485885
"White","Export estimates","1,000 bushels","2019/20","Q4 Mar-May",44625.2619684032
"Hard red winter","Export estimates","1,000 bushels","2019/20","Q4 Mar-May",107325.337490108
"Hard red spring","Export estimates","1,000 bushels","2019/20","Q4 Mar-May",65605.4649179454
"Soft red winter","Export estimates","1,000 bushels","2019/20","Q4 Mar-May",16584.139908825
"All wheat","Export estimates","1,000 bushels","2019/20","Sep",81565.3361784105
"White","Export estimates","1,000 bushels","2019/20","Sep",17151.3070760842
"Durum","Export estimates","1,000 bushels","2019/20","Sep",4568.37795370444
"Hard red winter","Export estimates","1,000 bushels","2019/20","Sep",25796.2900774859
"Hard red spring","Export estimates","1,000 bushels","2019/20","Sep",25137.373690184
"Soft red winter","Export estimates","1,000 bushels","2019/20","Sep",8911.9873809519
"Hard red winter","Export estimates","1,000 bushels","2020/21","Apr",23215.8466114662
"Soft red winter","Export estimates","1,000 bushels","2020/21","Apr",4817.97099089722
"White","Export estimates","1,000 bushels","2020/21","Apr",40106.0578403259
"Durum","Export estimates","1,000 bushels","2020/21","Apr",775.883438698152
"All wheat","Export estimates","1,000 bushels","2020/21","Apr",95529.3129263435
"Hard red spring","Export estimates","1,000 bushels","2020/21","Apr",26613.5540449561
"White","Export estimates","1,000 bushels","2020/21","Aug",25722.9061718041
"All wheat","Export estimates","1,000 bushels","2020/21","Aug",96030.2030445628
"Hard red winter","Export estimates","1,000 bushels","2020/21","Aug",33570.572461507
"Soft red winter","Export estimates","1,000 bushels","2020/21","Aug",8283.64775024199
"Hard red spring","Export estimates","1,000 bushels","2020/21","Aug",27466.8320139603
"Durum","Export estimates","1,000 bushels","2020/21","Aug",986.244647049382
"Hard red winter","Export estimates","1,000 bushels","2020/21","Dec",24854.1359995517
"All wheat","Export estimates","1,000 bushels","2020/21","Dec",70722.6681931238
"Durum","Export estimates","1,000 bushels","2020/21","Dec",2455.76693841855
"White","Export estimates","1,000 bushels","2020/21","Dec",19192.5518096802
"Soft red winter","Export estimates","1,000 bushels","2020/21","Dec",2776.14359889451
"Hard red spring","Export estimates","1,000 bushels","2020/21","Dec",21444.0698465789
"Soft red winter","Export estimates","1,000 bushels","2020/21","Feb",4675.36621623599
"Hard red winter","Export estimates","1,000 bushels","2020/21","Feb",18754.9587575782
"Durum","Export estimates","1,000 bushels","2020/21","Feb",534.795221772324
