Commodity_Desc,Attribute_Desc,Geography_Desc,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
"Total wheat grain","Exports, Qty","Barbados","1,000 metric tons ","1998/99","MY Jun-May",22.594
"Total wheat grain","Exports, Qty","United Arab Emirates","1,000 metric tons ","1998/99","MY Jun-May",13.465
"Total wheat grain","Exports, Qty","Portugal","1,000 metric tons ","1998/99","MY Jun-May",33.804
"Total wheat grain","Exports, Qty","Republic Of South Africa","1,000 metric tons ","1998/99","MY Jun-May",70.537
"Total wheat grain","Exports, Qty","Belize","1,000 metric tons ","1998/99","MY Jun-May",15.401
"Total wheat grain","Exports, Qty","Belgium","1,000 metric tons ","1998/99","MY Jun-May",247.555
"Total wheat grain","Exports, Qty","Malta And Gozo","1,000 metric tons ","1998/99","MY Jun-May",17.173773
"Total wheat grain","Exports, Qty","Suriname","1,000 metric tons ","1998/99","MY Jun-May",11.159
"Total wheat grain","Exports, Qty","Hong Kong","1,000 metric tons ","1998/99","MY Jun-May",14.300632
"Total wheat grain","Exports, Qty","Guadeloupe","1,000 metric tons ","1998/99","MY Jun-May",2
"Total wheat grain","Exports, Qty","Bangladesh","1,000 metric tons ","1998/99","MY Jun-May",608.958
"Total wheat grain","Exports, Qty","Iceland","1,000 metric tons ","1998/99","MY Jun-May",6.065
"Total wheat grain","Exports, Qty","Bahamas","1,000 metric tons ","1998/99","MY Jun-May",0.126
"Total wheat grain","Exports, Qty","United Kingdom","1,000 metric tons ","1998/99","MY Jun-May",132.973151
"Total wheat grain","Exports, Qty","Qatar","1,000 metric tons ","1998/99","MY Jun-May",6.675
"Total wheat grain","Exports, Qty","Jordan","1,000 metric tons ","1998/99","MY Jun-May",274.032
"Total wheat grain","Exports, Qty","France","1,000 metric tons ","1998/99","MY Jun-May",4.564
"Total wheat grain","Exports, Qty","Israel","1,000 metric tons ","1998/99","MY Jun-May",733.535
"Total wheat grain","Exports, Qty","Argentina","1,000 metric tons ","1998/99","MY Jun-May",0.031162
"Total wheat grain","Exports, Qty","Netherlands Antilles","1,000 metric tons ","1998/99","MY Jun-May",13.002904
"Total wheat grain","Exports, Qty","Bolivia","1,000 metric tons ","1998/99","MY Jun-May",75.509
"Total wheat grain","Exports, Qty","Sweden","1,000 metric tons ","1998/99","MY Jun-May",20.507
"Total wheat grain","Exports, Qty","Norway","1,000 metric tons ","1998/99","MY Jun-May",50.197
"Total wheat grain","Exports, Qty","Denmark","1,000 metric tons ","1998/99","MY Jun-May",0.016901
"Total wheat grain","Exports, Qty","Netherlands","1,000 metric tons ","1998/99","MY Jun-May",1.408317
"Total wheat grain","Exports, Qty","Germany, Fed. Republic; United, Begins 1","1,000 metric tons ","1998/99","MY Jun-May",0.848
"Total wheat grain","Exports, Qty","Switzerland","1,000 metric tons ","1998/99","MY Jun-May",31.285
"Total wheat grain","Exports, Qty","Estonia","1,000 metric tons ","1998/99","MY Jun-May",136.289
"Total wheat grain","Exports, Qty","Poland","1,000 metric tons ","1998/99","MY Jun-May",31.9
"Total wheat grain","Exports, Qty","Russian Federation, Begins 2/1992","1,000 metric tons ","1998/99","MY Jun-May",423.754054
"Total wheat grain","Exports, Qty","Armenia","1,000 metric tons ","1998/99","MY Jun-May",0.039
"Total wheat grain","Exports, Qty","Georgia","1,000 metric tons ","1998/99","MY Jun-May",89.27915
"Total wheat grain","Exports, Qty","Kyrgyzstan","1,000 metric tons ","1998/99","MY Jun-May",3.5
"Total wheat grain","Exports, Qty","Bosnia-Hercegovina","1,000 metric tons ","1998/99","MY Jun-May",60.039
"Total wheat grain","Exports, Qty","Serbia and Montenegro","1,000 metric tons ","1998/99","MY Jun-May",0.80031
"Total wheat grain","Exports, Qty","Albania","1,000 metric tons ","1998/99","MY Jun-May",15
"Total wheat grain","Exports, Qty","Turkey","1,000 metric tons ","1998/99","MY Jun-May",62.357
"Total wheat grain","Exports, Qty","Cyprus","1,000 metric tons ","1998/99","MY Jun-May",37.30098
"Total wheat grain","Exports, Qty","Lebanon","1,000 metric tons ","1998/99","MY Jun-May",118.633
"Total wheat grain","Exports, Qty","Iraq","1,000 metric tons ","1998/99","MY Jun-May",309.035
"Total wheat grain","Exports, Qty","Afghanistan","1,000 metric tons ","1998/99","MY Jun-May",29.802
"Total wheat grain","Exports, Qty","Pakistan","1,000 metric tons ","1998/99","MY Jun-May",866.526
"Total wheat grain","Exports, Qty","Mongolia","1,000 metric tons ","1998/99","MY Jun-May",21.476773
"Total wheat grain","Exports, Qty","New Zealand, No Islands (=Old Code 6140)","1,000 metric tons ","1998/99","MY Jun-May",5.5
"Total wheat grain","Exports, Qty","French Polynesia","1,000 metric tons ","1998/99","MY Jun-May",0.028
"Total wheat grain","Exports, Qty","Sudan","1,000 metric tons ","1998/99","MY Jun-May",16.896
"Total wheat grain","Exports, Qty","Cameroon","1,000 metric tons ","1998/99","MY Jun-May",30.942
"Total wheat grain","Exports, Qty","Senegal","1,000 metric tons ","1998/99","MY Jun-May",9.25
"Total wheat grain","Exports, Qty","Sierra Leone","1,000 metric tons ","1998/99","MY Jun-May",13.266
"Total wheat grain","Exports, Qty","Ivory Coast","1,000 metric tons ","1998/99","MY Jun-May",13.8
"Total wheat grain","Exports, Qty","Ghana","1,000 metric tons ","1998/99","MY Jun-May",121.703
"Total wheat grain","Exports, Qty","Gabon","1,000 metric tons ","1998/99","MY Jun-May",4.2
"Total wheat grain","Exports, Qty","Benin","1,000 metric tons ","1998/99","MY Jun-May",1.82
"Total wheat grain","Exports, Qty","Angola","1,000 metric tons ","1998/99","MY Jun-May",38.945
"Total wheat grain","Exports, Qty","Congo (Brazzaville)","1,000 metric tons ","1998/99","MY Jun-May",60.342
"Total wheat grain","Exports, Qty","Cape Verde Islands","1,000 metric tons ","1998/99","MY Jun-May",4.999
"Total wheat grain","Exports, Qty","Congo (Kinshasa)","1,000 metric tons ","1998/99","MY Jun-May",25.688
"Total wheat grain","Exports, Qty","Eritrea, Begins 7/1993","1,000 metric tons ","1998/99","MY Jun-May",54.277
"Total wheat grain","Exports, Qty","Ethiopia, United Ends 6/1993 & New Begin","1,000 metric tons ","1998/99","MY Jun-May",107.034
"Total wheat grain","Exports, Qty","Djibouti","1,000 metric tons ","1998/99","MY Jun-May",22
"Total wheat grain","Exports, Qty","Swaziland","1,000 metric tons ","1998/99","MY Jun-May",4.997
"Total wheat grain","Exports, Qty","Zimbabwe","1,000 metric tons ","1998/99","MY Jun-May",25
"Total wheat grain","Exports, Qty","Unidentified Country","1,000 metric tons ","1998/99","MY Jun-May",330.656
"Total wheat grain","Exports, Qty","World","1,000 metric tons ","1998/99","MY Jun-May",27394.937974
"Total wheat grain","Exports, Qty","Mexico","1,000 metric tons ","1999/00","MY Jun-May",1896.322012
"Total wheat grain","Exports, Qty","Philippines","1,000 metric tons ","1999/00","MY Jun-May",2100.315004
"Total wheat grain","Exports, Qty","South Korea","1,000 metric tons ","1999/00","MY Jun-May",1627.638
"Total wheat grain","Exports, Qty","Japan","1,000 metric tons ","1999/00","MY Jun-May",3184.644446
"Total wheat grain","Exports, Qty","Taiwan","1,000 metric tons ","1999/00","MY Jun-May",982.646839
"Total wheat grain","Exports, Qty","Thailand","1,000 metric tons ","1999/00","MY Jun-May",265.917
"Total wheat grain","Exports, Qty","Indonesia","1,000 metric tons ","1999/00","MY Jun-May",521.744
"Total wheat grain","Exports, Qty","Nigeria","1,000 metric tons ","1999/00","MY Jun-May",1146.672925
"Total wheat grain","Exports, Qty","Colombia","1,000 metric tons ","1999/00","MY Jun-May",776.174905
"Total wheat grain","Exports, Qty","Vietnam","1,000 metric tons ","1999/00","MY Jun-May",28.027469
"Total wheat grain","Exports, Qty","Ecuador","1,000 metric tons ","1999/00","MY Jun-May",190.763
"Total wheat grain","Exports, Qty","Dominican Republic","1,000 metric tons ","1999/00","MY Jun-May",285.55168
"Total wheat grain","Exports, Qty","Italy","1,000 metric tons ","1999/00","MY Jun-May",665.990471
"Total wheat grain","Exports, Qty","Venezuela","1,000 metric tons ","1999/00","MY Jun-May",451.417
"Total wheat grain","Exports, Qty","Guatemala","1,000 metric tons ","1999/00","MY Jun-May",68.419759
"Total wheat grain","Exports, Qty","Chile","1,000 metric tons ","1999/00","MY Jun-May",262.504
"Total wheat grain","Exports, Qty","Honduras","1,000 metric tons ","1999/00","MY Jun-May",178.621
"Total wheat grain","Exports, Qty","Brazil","1,000 metric tons ","1999/00","MY Jun-May",78.093
"Total wheat grain","Exports, Qty","Nicaragua","1,000 metric tons ","1999/00","MY Jun-May",74.078
"Total wheat grain","Exports, Qty","Yemen (Sana), Ends 9/1990 & United Begin","1,000 metric tons ","1999/00","MY Jun-May",496.609
"Total wheat grain","Exports, Qty","Peru","1,000 metric tons ","1999/00","MY Jun-May",411.127226
"Total wheat grain","Exports, Qty","Haiti","1,000 metric tons ","1999/00","MY Jun-May",143.895
"Total wheat grain","Exports, Qty","Jamaica","1,000 metric tons ","1999/00","MY Jun-May",166.017
"Total wheat grain","Exports, Qty","China","1,000 metric tons ","1999/00","MY Jun-May",121.044
"Total wheat grain","Exports, Qty","El Salvador","1,000 metric tons ","1999/00","MY Jun-May",178.777
"Total wheat grain","Exports, Qty","Panama","1,000 metric tons ","1999/00","MY Jun-May",98.035
"Total wheat grain","Exports, Qty","Malaysia","1,000 metric tons ","1999/00","MY Jun-May",26.157
"Total wheat grain","Exports, Qty","Egypt","1,000 metric tons ","1999/00","MY Jun-May",4001.604
"Total wheat grain","Exports, Qty","Trinidad And Tobago","1,000 metric tons ","1999/00","MY Jun-May",132.544
"Total wheat grain","Exports, Qty","Algeria","1,000 metric tons ","1999/00","MY Jun-May",626.04
"Total wheat grain","Exports, Qty","Costa Rica","1,000 metric tons ","1999/00","MY Jun-May",124.948
"Total wheat grain","Exports, Qty","Canada","1,000 metric tons ","1999/00","MY Jun-May",16.064011
"Total wheat grain","Exports, Qty","Spain","1,000 metric tons ","1999/00","MY Jun-May",251.064
"Total wheat grain","Exports, Qty","Tanzania","1,000 metric tons ","1999/00","MY Jun-May",45.323
"Total wheat grain","Exports, Qty","Kenya","1,000 metric tons ","1999/00","MY Jun-May",75.006
"Total wheat grain","Exports, Qty","Guyana","1,000 metric tons ","1999/00","MY Jun-May",51.307
"Total wheat grain","Exports, Qty","Uganda","1,000 metric tons ","1999/00","MY Jun-May",16.496
"Total wheat grain","Exports, Qty","Singapore","1,000 metric tons ","1999/00","MY Jun-May",51.703
"Total wheat grain","Exports, Qty","Mozambique","1,000 metric tons ","1999/00","MY Jun-May",52.305
"Total wheat grain","Exports, Qty","Sri Lanka","1,000 metric tons ","1999/00","MY Jun-May",412.945
"Total wheat grain","Exports, Qty","Morocco","1,000 metric tons ","1999/00","MY Jun-May",339.468
"Total wheat grain","Exports, Qty","St. Vincent And The Grenadines","1,000 metric tons ","1999/00","MY Jun-May",19.832
"Total wheat grain","Exports, Qty","Grenada","1,000 metric tons ","1999/00","MY Jun-May",16.433
"Total wheat grain","Exports, Qty","Barbados","1,000 metric tons ","1999/00","MY Jun-May",15.587
"Total wheat grain","Exports, Qty","United Arab Emirates","1,000 metric tons ","1999/00","MY Jun-May",63.444
"Total wheat grain","Exports, Qty","Portugal","1,000 metric tons ","1999/00","MY Jun-May",33.57
"Total wheat grain","Exports, Qty","Republic Of South Africa","1,000 metric tons ","1999/00","MY Jun-May",129.43067
"Total wheat grain","Exports, Qty","Belize","1,000 metric tons ","1999/00","MY Jun-May",13.87
"Total wheat grain","Exports, Qty","St. Lucia","1,000 metric tons ","1999/00","MY Jun-May",0.021
"Total wheat grain","Exports, Qty","Belgium","1,000 metric tons ","1999/00","MY Jun-May",187.986
"Total wheat grain","Exports, Qty","Malta And Gozo","1,000 metric tons ","1999/00","MY Jun-May",37.837
"Total wheat grain","Exports, Qty","Suriname","1,000 metric tons ","1999/00","MY Jun-May",22.144
"Total wheat grain","Exports, Qty","Hong Kong","1,000 metric tons ","1999/00","MY Jun-May",3.447639
"Total wheat grain","Exports, Qty","Kuwait","1,000 metric tons ","1999/00","MY Jun-May",42.499
"Total wheat grain","Exports, Qty","Bangladesh","1,000 metric tons ","1999/00","MY Jun-May",427.54
"Total wheat grain","Exports, Qty","Iceland","1,000 metric tons ","1999/00","MY Jun-May",5.445
"Total wheat grain","Exports, Qty","Bahrain","1,000 metric tons ","1999/00","MY Jun-May",39.216
"Total wheat grain","Exports, Qty","Bahamas","1,000 metric tons ","1999/00","MY Jun-May",0.088
"Total wheat grain","Exports, Qty","United Kingdom","1,000 metric tons ","1999/00","MY Jun-May",110.821271
"Total wheat grain","Exports, Qty","Jordan","1,000 metric tons ","1999/00","MY Jun-May",540.933
"Total wheat grain","Exports, Qty","France","1,000 metric tons ","1999/00","MY Jun-May",1.147617
"Total wheat grain","Exports, Qty","Israel","1,000 metric tons ","1999/00","MY Jun-May",883.971
"Total wheat grain","Exports, Qty","Argentina","1,000 metric tons ","1999/00","MY Jun-May",0.1306
"Total wheat grain","Exports, Qty","Netherlands Antilles","1,000 metric tons ","1999/00","MY Jun-May",9.644
"Total wheat grain","Exports, Qty","Bolivia","1,000 metric tons ","1999/00","MY Jun-May",32.937
"Total wheat grain","Exports, Qty","Sweden","1,000 metric tons ","1999/00","MY Jun-May",5
"Total wheat grain","Exports, Qty","Norway","1,000 metric tons ","1999/00","MY Jun-May",12.53242
"Total wheat grain","Exports, Qty","Denmark","1,000 metric tons ","1999/00","MY Jun-May",0.025984
"Total wheat grain","Exports, Qty","Netherlands","1,000 metric tons ","1999/00","MY Jun-May",66.902208
"Total wheat grain","Exports, Qty","Germany, Fed. Republic; United, Begins 1","1,000 metric tons ","1999/00","MY Jun-May",1.460333
"Total wheat grain","Exports, Qty","Austria","1,000 metric tons ","1999/00","MY Jun-May",0.379059
"Total wheat grain","Exports, Qty","Switzerland","1,000 metric tons ","1999/00","MY Jun-May",42.829453
"Total wheat grain","Exports, Qty","Estonia","1,000 metric tons ","1999/00","MY Jun-May",136.988
"Total wheat grain","Exports, Qty","Russian Federation, Begins 2/1992","1,000 metric tons ","1999/00","MY Jun-May",1019.189
"Total wheat grain","Exports, Qty","Azerbaijan","1,000 metric tons ","1999/00","MY Jun-May",6.5
"Total wheat grain","Exports, Qty","Georgia","1,000 metric tons ","1999/00","MY Jun-May",32.761
"Total wheat grain","Exports, Qty","Kyrgyzstan","1,000 metric tons ","1999/00","MY Jun-May",40
"Total wheat grain","Exports, Qty","Tajikistan","1,000 metric tons ","1999/00","MY Jun-May",4
"Total wheat grain","Exports, Qty","Croatia","1,000 metric tons ","1999/00","MY Jun-May",16.376
"Total wheat grain","Exports, Qty","Bosnia-Hercegovina","1,000 metric tons ","1999/00","MY Jun-May",22.5
"Total wheat grain","Exports, Qty","Serbia and Montenegro","1,000 metric tons ","1999/00","MY Jun-May",35
"Total wheat grain","Exports, Qty","Turkey","1,000 metric tons ","1999/00","MY Jun-May",71.303
"Total wheat grain","Exports, Qty","Cyprus","1,000 metric tons ","1999/00","MY Jun-May",18.06
"Total wheat grain","Exports, Qty","Syria","1,000 metric tons ","1999/00","MY Jun-May",15.216
"Total wheat grain","Exports, Qty","Lebanon","1,000 metric tons ","1999/00","MY Jun-May",157.779
"Total wheat grain","Exports, Qty","Afghanistan","1,000 metric tons ","1999/00","MY Jun-May",25.976
"Total wheat grain","Exports, Qty","Pakistan","1,000 metric tons ","1999/00","MY Jun-May",409.948
"Total wheat grain","Exports, Qty","Mongolia","1,000 metric tons ","1999/00","MY Jun-May",15
"Total wheat grain","Exports, Qty","New Zealand, No Islands (=Old Code 6140)","1,000 metric tons ","1999/00","MY Jun-May",5.499
"Total wheat grain","Exports, Qty","French Polynesia","1,000 metric tons ","1999/00","MY Jun-May",0.029
"Total wheat grain","Exports, Qty","Sudan","1,000 metric tons ","1999/00","MY Jun-May",56.737
"Total wheat grain","Exports, Qty","Cameroon","1,000 metric tons ","1999/00","MY Jun-May",26.646
"Total wheat grain","Exports, Qty","Sierra Leone","1,000 metric tons ","1999/00","MY Jun-May",4.378
"Total wheat grain","Exports, Qty","Ivory Coast","1,000 metric tons ","1999/00","MY Jun-May",14.300519
"Total wheat grain","Exports, Qty","Ghana","1,000 metric tons ","1999/00","MY Jun-May",59.330515
"Total wheat grain","Exports, Qty","Gabon","1,000 metric tons ","1999/00","MY Jun-May",11.307121
"Total wheat grain","Exports, Qty","Congo (Brazzaville)","1,000 metric tons ","1999/00","MY Jun-May",62.307
"Total wheat grain","Exports, Qty","Cape Verde Islands","1,000 metric tons ","1999/00","MY Jun-May",5
"Total wheat grain","Exports, Qty","Congo (Kinshasa)","1,000 metric tons ","1999/00","MY Jun-May",19.692305
"Total wheat grain","Exports, Qty","Somalia","1,000 metric tons ","1999/00","MY Jun-May",2.997
"Total wheat grain","Exports, Qty","Ethiopia, United Ends 6/1993 & New Begin","1,000 metric tons ","1999/00","MY Jun-May",329.589
"Total wheat grain","Exports, Qty","Djibouti","1,000 metric tons ","1999/00","MY Jun-May",77.879
"Total wheat grain","Exports, Qty","Botswana","1,000 metric tons ","1999/00","MY Jun-May",11
"Total wheat grain","Exports, Qty","Swaziland","1,000 metric tons ","1999/00","MY Jun-May",5.55
"Total wheat grain","Exports, Qty","Zimbabwe","1,000 metric tons ","1999/00","MY Jun-May",10.501
"Total wheat grain","Exports, Qty","Malawi","1,000 metric tons ","1999/00","MY Jun-May",10.72
"Total wheat grain","Exports, Qty","Lesotho","1,000 metric tons ","1999/00","MY Jun-May",4.075
"Total wheat grain","Exports, Qty","Unidentified Country","1,000 metric tons ","1999/00","MY Jun-May",119.549
"Total wheat grain","Exports, Qty","World","1,000 metric tons ","1999/00","MY Jun-May",28264.526461
"Total wheat grain","Exports, Qty","Mexico","1,000 metric tons ","2000/01","MY Jun-May",2070.802588
"Total wheat grain","Exports, Qty","Philippines","1,000 metric tons ","2000/01","MY Jun-May",1976.987471
"Total wheat grain","Exports, Qty","South Korea","1,000 metric tons ","2000/01","MY Jun-May",1487.300747
