Commodity_Desc,Commodity_Desc2,Attribute_Desc,Geography_Desc,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Aug",947.781785125695
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Aug",1333.41719438239
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Dec",1393.69047195492
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Dec",1017.19045948159
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Dec",3156.97078399743
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Dec",1892.4393676986
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Dec",855.957221927332
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Dec",4673.5341221037
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Dec",6923.18181598595
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Dec",247.34095681724
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Feb",257.769084795806
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Feb",7122.99693753822
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Feb",5161.1915113605
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Feb",813.767739528221
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Feb",1929.5496228498
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Feb",3021.2547980471
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Feb",833.936090401498
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Feb",1148.0376866495
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Jan",1234.43663214072
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Jan",910.142496463679
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Jan",2858.06430012142
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Jan",1650.0752402085
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Jan",908.240625486435
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Jan",3908.8447406883
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Jan",6051.52199831545
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Jan",297.84656344924
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Jul",236.608996085799
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Jul",4763.26128952065
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Jul",2624.8796854728
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Jul",840.628368975548
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Jul",614.5760815362
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Jul",1795.87755393779
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Jul",944.692476315795
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Jul",1297.7532350723
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Jun",1392.40478052489
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Jun",978.108070872004
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Jun",2783.39901785245
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Jun",1539.7760908761
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Jun",889.418171936053
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Jun",3347.040953172
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Jun",5628.86390563294
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Jun",265.514856104342
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Mar",331.653595470734
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Mar",8025.71238602908
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Mar",5683.4317771077
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Mar",991.691035568894
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Mar",2137.2565413444
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Mar",3471.22723650662
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Mar",1002.31709969148
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Mar",1350.58957335248
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","May",1406.63469663521
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","May",1057.79561995829
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","May",3079.25732674995
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","May",1713.9560365872
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","May",1129.21951150762
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","May",5624.4451313379
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","May",8160.29933948073
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","May",307.505670204465
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","MY Jun-May",3412.78125095741
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","MY Jun-May",81354.3688774058
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","MY Jun-May",54072.5409067158
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","MY Jun-May",11258.4720640791
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","MY Jun-May",17165.6973354804
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","MY Jun-May",32208.8672870208
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","MY Jun-May",11630.388700583
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","MY Jun-May",16023.3559066109
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Nov",1458.19397954015
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Nov",1059.34581295793
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Nov",2576.41302548901
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Nov",1255.9817514258
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Nov",941.172055488933
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Nov",3365.1989180943
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Nov",5764.56495312338
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Nov",261.085461105281
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Oct",324.035350294712
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Oct",6419.15710699907
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Oct",3997.6934323725
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Oct",982.083214773583
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Oct",1089.5461283889
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Oct",2422.97807588566
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Oct",1009.39659720205
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Oct",1439.38045985299
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Q1 Jun-Aug",4023.57520997958
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Q1 Jun-Aug",2870.58233231349
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Q1 Jun-Aug",6903.28616422233
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Q1 Jun-Aug",3209.1702866958
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Q1 Jun-Aug",2723.90060589004
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Q1 Jun-Aug",11828.0254288392
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Q1 Jun-Aug",18575.5012447088
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Q1 Jun-Aug",823.533545213034
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Q2 Sep-Nov",852.611847423679
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Q2 Sep-Nov",20338.2495676684
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Q2 Sep-Nov",13359.2911643835
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Q2 Sep-Nov",2857.14430588013
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Q2 Sep-Nov",3240.8115360516
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Q2 Sep-Nov",7018.16875566799
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Q2 Sep-Nov",2924.74537219272
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Q2 Sep-Nov",4121.81409740478
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Q3 Dec-Feb",3776.16479074514
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Q3 Dec-Feb",2761.26904634677
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Q3 Dec-Feb",9036.28988216595
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Q3 Dec-Feb",5472.0642307569
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Q3 Dec-Feb",2577.96558694199
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Q3 Dec-Feb",13743.5703741525
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Q3 Dec-Feb",20097.7007518396
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Q3 Dec-Feb",802.956605062287
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Q4 Mar-May",933.679253258415
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Q4 Mar-May",22342.9173131889
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Q4 Mar-May",15141.6539393406
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Q4 Mar-May",3099.46156536698
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Q4 Mar-May",5243.6512819761
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Q4 Mar-May",9251.12248496455
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Q4 Mar-May",3073.79194973003
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Q4 Mar-May",4101.80180848135
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Sep",1224.23965801164
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Sep",856.002962032736
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Sep",2018.77765429332
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Sep",895.2836562369
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Sep",933.889035617613
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Sep",5996.3988139167
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Sep",8154.52750754596
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2005/06","Sep",267.491036023686
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2006/07","Apr",283.87475475809
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2006/07","Apr",1537.57300628615
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2006/07","Apr",12318.9603419287
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2006/07","Apr",9926.1416809548
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2006/07","Apr",855.245654687727
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2006/07","Apr",2666.9315640933
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2006/07","Apr",1138.63141564777
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","2006/07","Apr",4089.43773449916
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","2006/07","Aug",1367.13799848379
